"MEASURE","Household Composition","NPRD","Number of Persons Usually Resident","STATE","State","REGIONTYPE","Region Type","REGION","LGA 2011","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"TOT","Total","5","Five","2","Victoria","LGA2011","Local Government Areas (2011)","27260","Wyndham (C)","A","Annual","2011","2011",4555,,
"TOT","Total","5","Five","2","Victoria","LGA2011","Local Government Areas (2011)","27350","Yarra (C)","A","Annual","2011","2011",866,,
"TOT","Total","5","Five","2","Victoria","LGA2011","Local Government Areas (2011)","27450","Yarra Ranges (S)","A","Annual","2011","2011",4155,,
"TOT","Total","5","Five","2","Victoria","LGA2011","Local Government Areas (2011)","27630","Yarriambiack (S)","A","Annual","2011","2011",160,,
"TOT","Total","5","Five","2","Victoria","LGA2011","Local Government Areas (2011)","29399","Unincorporated Vic","A","Annual","2011","2011",3,,
"TOT","Total","5","Five","2","Victoria","LGA2011","Local Government Areas (2011)","29499","No Usual Address (Vic.)","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","30250","Aurukun (S)","A","Annual","2011","2011",19,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","30300","Balonne (S)","A","Annual","2011","2011",138,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","30370","Banana (S)","A","Annual","2011","2011",398,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","30410","Barcaldine (R)","A","Annual","2011","2011",71,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","30450","Barcoo (S)","A","Annual","2011","2011",7,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","30760","Blackall Tambo (R)","A","Annual","2011","2011",46,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","30900","Boulia (S)","A","Annual","2011","2011",14,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","31000","Brisbane (C)","A","Annual","2011","2011",24542,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","31750","Bulloo (S)","A","Annual","2011","2011",7,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","31820","Bundaberg (R)","A","Annual","2011","2011",1859,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","31900","Burdekin (S)","A","Annual","2011","2011",450,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","31950","Burke (S)","A","Annual","2011","2011",4,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32070","Cairns (R)","A","Annual","2011","2011",3261,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32250","Carpentaria (S)","A","Annual","2011","2011",38,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32260","Cassowary Coast (R)","A","Annual","2011","2011",627,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32270","Central Highlands (R)","A","Annual","2011","2011",828,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32310","Charters Towers (R)","A","Annual","2011","2011",280,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32330","Cherbourg (S)","A","Annual","2011","2011",34,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32450","Cloncurry (S)","A","Annual","2011","2011",70,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32500","Cook (S)","A","Annual","2011","2011",79,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32600","Croydon (S)","A","Annual","2011","2011",8,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32750","Diamantina (S)","A","Annual","2011","2011",3,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","32770","Doomadgee (S)","A","Annual","2011","2011",24,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33100","Etheridge (S)","A","Annual","2011","2011",22,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33200","Flinders (S)","A","Annual","2011","2011",41,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33220","Fraser Coast (R)","A","Annual","2011","2011",1906,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33360","Gladstone (R)","A","Annual","2011","2011",1531,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33430","Gold Coast (C)","A","Annual","2011","2011",10533,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33610","Goondiwindi (R)","A","Annual","2011","2011",315,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33620","Gympie (R)","A","Annual","2011","2011",970,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33800","Hinchinbrook (S)","A","Annual","2011","2011",263,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33830","Hope Vale (S)","A","Annual","2011","2011",40,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33960","Ipswich (C)","A","Annual","2011","2011",4371,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","33980","Isaac (R)","A","Annual","2011","2011",642,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34420","Kowanyama (S)","A","Annual","2011","2011",25,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34570","Lockhart River (S)","A","Annual","2011","2011",10,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34580","Lockyer Valley (R)","A","Annual","2011","2011",925,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34590","Logan (C)","A","Annual","2011","2011",7813,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34710","Longreach (R)","A","Annual","2011","2011",104,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34770","Mackay (R)","A","Annual","2011","2011",2994,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34800","McKinlay (S)","A","Annual","2011","2011",16,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34830","Mapoon (S)","A","Annual","2011","2011",5,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","34860","Maranoa (R)","A","Annual","2011","2011",329,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35010","Moreton Bay (R)","A","Annual","2011","2011",9991,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35250","Mornington (S)","A","Annual","2011","2011",25,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35300","Mount Isa (C)","A","Annual","2011","2011",489,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35600","Murweh (S)","A","Annual","2011","2011",93,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35670","Napranum (S)","A","Annual","2011","2011",25,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35760","North Burnett (R)","A","Annual","2011","2011",219,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35780","Northern Peninsula Area (R)","A","Annual","2011","2011",58,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35790","Palm Island (S)","A","Annual","2011","2011",46,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","35800","Paroo (S)","A","Annual","2011","2011",44,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36070","Pormpuraaw (S)","A","Annual","2011","2011",12,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36150","Quilpie (S)","A","Annual","2011","2011",26,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36250","Redland (C)","A","Annual","2011","2011",3727,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36300","Richmond (S)","A","Annual","2011","2011",27,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36360","Rockhampton (R)","A","Annual","2011","2011",2522,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36510","Scenic Rim (R)","A","Annual","2011","2011",915,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36580","Somerset (R)","A","Annual","2011","2011",539,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36630","South Burnett (R)","A","Annual","2011","2011",713,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36660","Southern Downs (R)","A","Annual","2011","2011",769,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36710","Sunshine Coast (R)","A","Annual","2011","2011",6529,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36810","Tablelands (R)","A","Annual","2011","2011",931,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36910","Toowoomba (R)","A","Annual","2011","2011",3727,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36950","Torres (S)","A","Annual","2011","2011",75,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","36960","Torres Strait Island (R)","A","Annual","2011","2011",113,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37010","Townsville (C)","A","Annual","2011","2011",4114,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37300","Weipa (T)","A","Annual","2011","2011",83,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37310","Western Downs (R)","A","Annual","2011","2011",814,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37340","Whitsunday (R)","A","Annual","2011","2011",593,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37400","Winton (S)","A","Annual","2011","2011",28,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37550","Woorabinda (S)","A","Annual","2011","2011",24,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37570","Wujal Wujal (S)","A","Annual","2011","2011",11,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","37600","Yarrabah (S)","A","Annual","2011","2011",46,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","39399","Unincorporated Qld","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","3","Queensland","LGA2011","Local Government Areas (2011)","39499","No Usual Address (Qld.)","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40070","Adelaide (C)","A","Annual","2011","2011",132,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40120","Adelaide Hills (DC)","A","Annual","2011","2011",1031,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40220","Alexandrina (DC)","A","Annual","2011","2011",470,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40250","Anangu Pitjantjatjara (AC)","A","Annual","2011","2011",55,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40310","Barossa (DC)","A","Annual","2011","2011",530,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40430","Barunga West (DC)","A","Annual","2011","2011",54,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40520","Berri and Barmera (DC)","A","Annual","2011","2011",230,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40700","Burnside (C)","A","Annual","2011","2011",995,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","40910","Campbelltown (C)","A","Annual","2011","2011",1063,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41010","Ceduna (DC)","A","Annual","2011","2011",82,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41060","Charles Sturt (C)","A","Annual","2011","2011",1980,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41140","Clare and Gilbert Valleys (DC)","A","Annual","2011","2011",216,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41190","Cleve (DC)","A","Annual","2011","2011",49,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41330","Coober Pedy (DC)","A","Annual","2011","2011",19,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41560","Copper Coast (DC)","A","Annual","2011","2011",232,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41750","Elliston (DC)","A","Annual","2011","2011",22,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41830","Flinders Ranges (DC)","A","Annual","2011","2011",28,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","41960","Franklin Harbour (DC)","A","Annual","2011","2011",39,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","42030","Gawler (T)","A","Annual","2011","2011",383,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","42110","Goyder (DC)","A","Annual","2011","2011",91,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","42250","Grant (DC)","A","Annual","2011","2011",221,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","42600","Holdfast Bay (C)","A","Annual","2011","2011",579,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","42750","Kangaroo Island (DC)","A","Annual","2011","2011",76,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","43080","Karoonda East Murray (DC)","A","Annual","2011","2011",31,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","43220","Kimba (DC)","A","Annual","2011","2011",33,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","43360","Kingston (DC)","A","Annual","2011","2011",35,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","43650","Light (RegC)","A","Annual","2011","2011",410,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","43710","Lower Eyre Peninsula (DC)","A","Annual","2011","2011",127,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","43790","Loxton Waikerie (DC)","A","Annual","2011","2011",248,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","43920","Mallala (DC)","A","Annual","2011","2011",217,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","44000","Maralinga Tjarutja (AC)","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","44060","Marion (C)","A","Annual","2011","2011",1538,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","44210","Mid Murray (DC)","A","Annual","2011","2011",152,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","44340","Mitcham (C)","A","Annual","2011","2011",1412,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","44550","Mount Barker (DC)","A","Annual","2011","2011",793,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","44620","Mount Gambier (C)","A","Annual","2011","2011",553,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","44830","Mount Remarkable (DC)","A","Annual","2011","2011",60,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45040","Murray Bridge (RC)","A","Annual","2011","2011",484,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45090","Naracoorte and Lucindale (DC)","A","Annual","2011","2011",173,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45120","Northern Areas (DC)","A","Annual","2011","2011",101,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45290","Norwood Payneham St Peters (C)","A","Annual","2011","2011",580,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45340","Onkaparinga (C)","A","Annual","2011","2011",3465,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45400","Orroroo/Carrieton (DC)","A","Annual","2011","2011",19,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45540","Peterborough (DC)","A","Annual","2011","2011",20,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45680","Playford (C)","A","Annual","2011","2011",1956,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","45890","Port Adelaide Enfield (C)","A","Annual","2011","2011",2179,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","46090","Port Augusta (C)","A","Annual","2011","2011",256,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","46300","Port Lincoln (C)","A","Annual","2011","2011",305,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","46450","Port Pirie City and Dists (M)","A","Annual","2011","2011",380,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","46510","Prospect (C)","A","Annual","2011","2011",455,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","46670","Renmark Paringa (DC)","A","Annual","2011","2011",215,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","46860","Robe (DC)","A","Annual","2011","2011",27,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","46970","Roxby Downs (M)","A","Annual","2011","2011",131,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47140","Salisbury (C)","A","Annual","2011","2011",3051,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47290","Southern Mallee (DC)","A","Annual","2011","2011",45,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47490","Streaky Bay (DC)","A","Annual","2011","2011",55,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47630","Tatiara (DC)","A","Annual","2011","2011",199,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47700","Tea Tree Gully (C)","A","Annual","2011","2011",2090,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47800","The Coorong (DC)","A","Annual","2011","2011",118,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47910","Tumby Bay (DC)","A","Annual","2011","2011",61,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","47980","Unley (C)","A","Annual","2011","2011",702,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48050","Victor Harbor (C)","A","Annual","2011","2011",208,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48130","Wakefield (DC)","A","Annual","2011","2011",144,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48260","Walkerville (M)","A","Annual","2011","2011",140,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48340","Wattle Range (DC)","A","Annual","2011","2011",288,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48410","West Torrens (C)","A","Annual","2011","2011",939,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48540","Whyalla (C)","A","Annual","2011","2011",427,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48640","Wudinna (DC)","A","Annual","2011","2011",27,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48750","Yankalilla (DC)","A","Annual","2011","2011",75,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","48830","Yorke Peninsula (DC)","A","Annual","2011","2011",213,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","49399","Unincorporated SA","A","Annual","2011","2011",71,,
"TOT","Total","5","Five","4","South Australia","LGA2011","Local Government Areas (2011)","49499","No Usual Address (SA)","A","Annual","2011","2011",0,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50080","Albany (C)","A","Annual","2011","2011",711,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50210","Armadale (C)","A","Annual","2011","2011",1527,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50250","Ashburton (S)","A","Annual","2011","2011",183,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50280","Augusta-Margaret River (S)","A","Annual","2011","2011",249,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50350","Bassendean (T)","A","Annual","2011","2011",301,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50420","Bayswater (C)","A","Annual","2011","2011",1186,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50490","Belmont (C)","A","Annual","2011","2011",680,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50560","Beverley (S)","A","Annual","2011","2011",26,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50630","Boddington (S)","A","Annual","2011","2011",40,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50770","Boyup Brook (S)","A","Annual","2011","2011",35,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50840","Bridgetown-Greenbushes (S)","A","Annual","2011","2011",89,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50910","Brookton (S)","A","Annual","2011","2011",12,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","50980","Broome (S)","A","Annual","2011","2011",329,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51080","Broomehill-Tambellup (S)","A","Annual","2011","2011",31,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51120","Bruce Rock (S)","A","Annual","2011","2011",20,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51190","Bunbury (C)","A","Annual","2011","2011",536,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51260","Busselton (S)","A","Annual","2011","2011",698,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51310","Cambridge (T)","A","Annual","2011","2011",769,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51330","Canning (C)","A","Annual","2011","2011",2346,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51400","Capel (S)","A","Annual","2011","2011",428,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51470","Carnamah (S)","A","Annual","2011","2011",12,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51540","Carnarvon (S)","A","Annual","2011","2011",129,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51610","Chapman Valley (S)","A","Annual","2011","2011",21,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51680","Chittering (S)","A","Annual","2011","2011",127,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51750","Claremont (T)","A","Annual","2011","2011",214,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51820","Cockburn (C)","A","Annual","2011","2011",2310,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51890","Collie (S)","A","Annual","2011","2011",201,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","51960","Coolgardie (S)","A","Annual","2011","2011",98,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52030","Coorow (S)","A","Annual","2011","2011",24,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52100","Corrigin (S)","A","Annual","2011","2011",25,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52170","Cottesloe (T)","A","Annual","2011","2011",197,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52240","Cranbrook (S)","A","Annual","2011","2011",27,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52310","Cuballing (S)","A","Annual","2011","2011",18,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52380","Cue (S)","A","Annual","2011","2011",4,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52450","Cunderdin (S)","A","Annual","2011","2011",27,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52520","Dalwallinu (S)","A","Annual","2011","2011",41,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52590","Dandaragan (S)","A","Annual","2011","2011",55,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52660","Dardanup (S)","A","Annual","2011","2011",318,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52730","Denmark (S)","A","Annual","2011","2011",86,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52800","Derby-West Kimberley (S)","A","Annual","2011","2011",166,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52870","Donnybrook-Balingup (S)","A","Annual","2011","2011",112,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","52940","Dowerin (S)","A","Annual","2011","2011",20,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53010","Dumbleyung (S)","A","Annual","2011","2011",18,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53080","Dundas (S)","A","Annual","2011","2011",13,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53150","East Fremantle (T)","A","Annual","2011","2011",191,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53220","East Pilbara (S)","A","Annual","2011","2011",157,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53290","Esperance (S)","A","Annual","2011","2011",332,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53360","Exmouth (S)","A","Annual","2011","2011",40,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53430","Fremantle (C)","A","Annual","2011","2011",432,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53520","Geraldton-Greenough (C)","A","Annual","2011","2011",875,,
"TOT","Total","5","Five","5","Western Australia","LGA2011","Local Government Areas (2011)","53570","Gingin (S)","A","Annual","2011","2011",97,,
