DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2015-Q1,31188,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2015-Q2,31454,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2015-Q3,31718,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2015-Q4,31989,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2016-Q1,32258,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2016-Q2,32553,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2016-Q3,32529,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2016-Q4,32530,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2017-Q1,32526,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2017-Q2,32566,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2017-Q3,32634,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2017-Q4,32750,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2018-Q1,32848,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2018-Q2,32960,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2018-Q3,33075,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2018-Q4,33204,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2019-Q1,33295,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2019-Q2,33379,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2019-Q3,33431,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2019-Q4,33497,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2020-Q1,33574,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2020-Q2,33677,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2020-Q3,33788,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2020-Q4,33910,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2021-Q1,34031,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2021-Q2,34139,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,6: Tasmania,Q: Quarterly,2021-Q3,34241,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2013-Q4,38891,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2014-Q1,38879,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2014-Q2,38814,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2014-Q3,38664,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2014-Q4,38601,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2015-Q1,38521,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2015-Q2,38442,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2015-Q3,38392,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2015-Q4,38465,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2016-Q1,38566,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2016-Q2,38590,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2016-Q3,38757,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2016-Q4,38991,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2017-Q1,39287,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2017-Q2,39477,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2017-Q3,39659,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2017-Q4,39939,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2018-Q1,40249,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2018-Q2,40493,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2018-Q3,40764,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2018-Q4,41100,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2019-Q1,41471,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2019-Q2,41791,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2019-Q3,42128,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2019-Q4,42594,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2020-Q1,43021,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2020-Q2,43445,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2020-Q3,43756,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2020-Q4,44131,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2021-Q1,44482,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2021-Q2,44843,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A80: 80-84,4: South Australia,Q: Quarterly,2021-Q3,45170,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2013-Q4,445780,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q1,451060,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q2,454134,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q3,456165,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2014-Q4,460997,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q1,466134,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q2,468945,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q3,470145,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2015-Q4,474717,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q1,479815,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q2,482679,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q3,483589,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2016-Q4,486748,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q1,491067,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q2,492923,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q3,491996,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2017-Q4,495890,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q1,500552,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q2,503063,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q3,505067,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2018-Q4,508867,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q1,513041,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q2,514970,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q3,516679,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2019-Q4,521256,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2020-Q1,526100,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2020-Q2,529189,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2020-Q3,532912,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2020-Q4,539279,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2021-Q1,544593,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2021-Q2,548721,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,8599: 85 and over,AUS: Australia,Q: Quarterly,2021-Q3,551879,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2013-Q4,497169,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2014-Q1,497459,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2014-Q2,497223,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2014-Q3,498778,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2014-Q4,500323,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2015-Q1,502135,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2015-Q2,503584,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2015-Q3,506079,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2015-Q4,508923,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2016-Q1,512028,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2016-Q2,515059,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2016-Q3,519662,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2016-Q4,523938,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2017-Q1,528546,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2017-Q2,532857,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2017-Q3,537697,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2017-Q4,542046,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2018-Q1,546855,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2018-Q2,551304,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2018-Q3,555656,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2018-Q4,559981,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2019-Q1,564545,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2019-Q2,568655,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2019-Q3,572546,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2019-Q4,576262,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2020-Q1,580075,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2020-Q2,582666,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2020-Q3,584183,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2020-Q4,586891,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2021-Q1,589421,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2021-Q2,592536,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A35: 35-39,1: New South Wales,Q: Quarterly,2021-Q3,592956,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2013-Q4,19226,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2014-Q1,19239,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2014-Q2,19267,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2014-Q3,19209,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2014-Q4,19091,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2015-Q1,19138,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2015-Q2,19223,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2015-Q3,19243,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2015-Q4,19163,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2016-Q1,19268,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2016-Q2,19356,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2016-Q3,19315,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2016-Q4,19212,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2017-Q1,19119,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2017-Q2,19134,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2017-Q3,18950,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2017-Q4,18744,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2018-Q1,18633,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2018-Q2,18540,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2018-Q3,18409,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2018-Q4,18191,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2019-Q1,18133,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2019-Q2,18063,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2019-Q3,17965,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2019-Q4,17752,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2020-Q1,17750,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2020-Q2,17770,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2020-Q3,17649,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2020-Q4,17522,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2021-Q1,17564,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2021-Q2,17530,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A04: 0-4,7: Northern Territory,Q: Quarterly,2021-Q3,17429,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q4,360654,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q1,363283,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q2,365752,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q3,368282,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q4,370981,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q1,373674,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q2,376166,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q3,378479,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q4,381067,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q1,383483,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q2,385912,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q3,385599,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2016-Q4,385420,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2017-Q1,384833,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A65: 65-69,1: New South Wales,Q: Quarterly,2017-Q2,384541,PSNS: Persons,,
